depnum,dep,Code,name,AbsExp,Exprimes,PourcentageExpIns,PourcentageExpVot,Code1,Candidat1,Voix1,Pourcentage1,Code2,Candidat2,Voix2,Pourcentage2,Code3,Candidat3,Voix3,Pourcentage3,RNExp,LREMExp,LRExp,EEVExp,FIExp,PSExp
16,Charente,16144,Fouqueure,44.6,187.0,50.5,91.2,5,Rassemblement National,89.0,47.6,11,Renaissance,36.0,19.3,3,Reconquête et CNIP,12.0,6.4,6.4,19.3,4.3,2.1,2.1,6.4,
16,Charente,16145,Foussignac,38.1,299.0,59.7,96.5,5,Rassemblement National,126.0,42.1,11,Renaissance,38.0,12.7,27,Parti socialiste - Place Publique,23.0,7.7,5.7,12.7,6.0,2.3,5.0,7.7,
16,Charente,16146,Garat,42.6,931.0,56.0,97.5,5,Rassemblement National,321.0,34.5,11,Renaissance,152.0,16.3,27,Parti socialiste - Place Publique,118.0,12.7,5.7,16.3,7.1,4.3,5.8,12.7,
16,Charente,16147,Gardes-le-Pontaroux,35.6,125.0,61.0,94.7,5,Rassemblement National,53.0,42.4,27,Parti socialiste - Place Publique,20.0,16.0,11,Renaissance,15.0,12.0,3.2,12.0,5.6,4.8,4.0,16.0,
16,Charente,16148,Genac-Bignac,43.3,421.0,55.2,97.2,5,Rassemblement National,162.0,38.5,27,Parti socialiste - Place Publique,63.0,15.0,11,Renaissance,42.0,10.0,7.1,10.0,6.7,3.1,5.7,15.0,
16,Charente,16150,Gensac-la-Pallue,43.7,770.0,54.8,97.3,5,Rassemblement National,357.0,46.4,11,Renaissance,96.0,12.5,27,Parti socialiste - Place Publique,80.0,10.4,4.5,12.5,5.7,3.4,4.4,10.4,
16,Charente,16151,Genté,53.4,354.0,45.0,96.5,5,Rassemblement National,138.0,39.0,11,Renaissance,63.0,17.8,27,Parti socialiste - Place Publique,43.0,12.1,5.1,17.8,5.9,3.1,4.5,12.1,
16,Charente,16152,Gimeux,46.7,286.0,50.3,94.4,5,Rassemblement National,117.0,40.9,11,Renaissance,51.0,17.8,27,Parti socialiste - Place Publique,30.0,10.5,2.8,17.8,3.8,3.8,3.1,10.5,
16,Charente,16154,Gond-Pontouvre,46.6,1954.0,51.8,97.0,5,Rassemblement National,612.0,31.3,11,Renaissance,327.0,16.7,27,Parti socialiste - Place Publique,318.0,16.3,3.7,16.7,4.9,5.6,9.1,16.3,
16,Charente,16158,Grassac,39.4,124.0,56.1,92.5,5,Rassemblement National,42.0,33.9,27,Parti socialiste - Place Publique,18.0,14.5,11,Renaissance,14.0,11.3,5.6,11.3,0.8,2.4,5.6,14.5,
16,Charente,16297,Graves-Saint-Amant,49.6,132.0,48.9,97.1,5,Rassemblement National,49.0,37.1,11,Renaissance,19.0,14.4,27,Parti socialiste - Place Publique,18.0,13.6,4.5,14.4,10.6,3.0,3.0,13.6,
16,Charente,16160,Guimps,38.5,250.0,59.1,96.2,5,Rassemblement National,122.0,48.8,11,Renaissance,31.0,12.4,3,Reconquête et CNIP,18.0,7.2,7.2,12.4,5.2,3.2,3.6,6.8,
16,Charente,16161,Guizengeard,54.8,51.0,40.5,89.5,5,Rassemblement National,24.0,47.1,11,Renaissance,8.0,15.7,50,Résistons,8.0,15.7,2.0,15.7,7.8,3.9,3.9,3.9,
16,Charente,16162,Gurat,33.1,83.0,61.0,91.2,5,Rassemblement National,24.0,28.9,18,Les Républicains,12.0,14.5,11,Renaissance,9.0,10.8,3.6,10.8,14.5,6.0,6.0,8.4,
16,Charente,16163,Hiersac,48.5,396.0,47.9,93.2,5,Rassemblement National,155.0,39.1,11,Renaissance,68.0,17.2,27,Parti socialiste - Place Publique,36.0,9.1,5.6,17.2,5.6,3.5,6.1,9.1,
16,Charente,16164,Hiesse,40.9,110.0,55.6,94.0,5,Rassemblement National,51.0,46.4,11,Renaissance,12.0,10.9,3,Reconquête et CNIP,10.0,9.1,9.1,10.9,3.6,6.4,2.7,8.2,
16,Charente,16165,Houlette,37.5,161.0,61.0,97.6,5,Rassemblement National,77.0,47.8,27,Parti socialiste - Place Publique,16.0,9.9,11,Renaissance,11.0,6.8,4.3,6.8,6.2,5.0,1.2,9.9,
16,Charente,16167,Jarnac,48.6,1601.0,49.2,95.8,5,Rassemblement National,542.0,33.9,11,Renaissance,286.0,17.9,27,Parti socialiste - Place Publique,242.0,15.1,5.4,17.9,8.4,4.0,3.8,15.1,
16,Charente,16168,Jauldes,42.5,331.0,54.5,94.8,5,Rassemblement National,140.0,42.3,11,Renaissance,43.0,13.0,27,Parti socialiste - Place Publique,34.0,10.3,5.7,13.0,3.9,4.8,6.9,10.3,
16,Charente,16169,Javrezac,47.1,227.0,51.4,97.0,5,Rassemblement National,66.0,29.1,11,Renaissance,48.0,21.1,27,Parti socialiste - Place Publique,33.0,14.5,1.8,21.1,11.0,4.0,4.8,14.5,
16,Charente,16170,Juignac,36.3,171.0,58.6,91.9,5,Rassemblement National,52.0,30.4,27,Parti socialiste - Place Publique,37.0,21.6,11,Renaissance,31.0,18.1,5.8,18.1,3.5,2.3,4.7,21.6,
16,Charente,16171,Juillac-le-Coq,40.7,255.0,55.8,94.1,5,Rassemblement National,102.0,40.0,11,Renaissance,60.0,23.5,27,Parti socialiste - Place Publique,22.0,8.6,4.7,23.5,6.7,2.0,2.4,8.6,
16,Charente,16173,Juillé,48.1,77.0,49.4,95.1,5,Rassemblement National,39.0,50.6,11,Renaissance,13.0,16.9,27,Parti socialiste - Place Publique,7.0,9.1,0.0,16.9,0.0,5.2,1.3,9.1,
16,Charente,16174,Julienne,42.8,236.0,54.6,95.5,5,Rassemblement National,90.0,38.1,11,Renaissance,33.0,14.0,27,Parti socialiste - Place Publique,19.0,8.1,5.9,14.0,6.4,3.8,3.0,8.1,
16,Charente,16166,L'Isle-d'Espagnac,43.1,2050.0,54.8,96.3,5,Rassemblement National,604.0,29.5,27,Parti socialiste - Place Publique,308.0,15.0,11,Renaissance,298.0,14.5,5.3,14.5,5.7,5.1,9.9,15.0,
16,Charente,16081,La Chapelle,39.1,88.0,58.3,95.7,5,Rassemblement National,41.0,46.6,11,Renaissance,13.0,14.8,4,La France insoumise,6.0,6.8,1.1,14.8,4.5,3.4,6.8,6.8,
16,Charente,16098,La Chèvrerie,28.2,87.0,70.2,97.8,5,Rassemblement National,59.0,67.8,11,Renaissance,7.0,8.0,4,La France insoumise,5.0,5.7,1.1,8.0,4.6,3.4,5.7,1.1,
16,Charente,16113,La Couronne,51.8,2314.0,46.8,97.0,5,Rassemblement National,895.0,38.7,27,Parti socialiste - Place Publique,365.0,15.8,11,Renaissance,306.0,13.2,4.1,13.2,3.7,4.6,8.6,15.8,
16,Charente,16136,La Faye,39.7,285.0,55.4,91.9,5,Rassemblement National,114.0,40.0,27,Parti socialiste - Place Publique,40.0,14.0,11,Renaissance,38.0,13.3,4.2,13.3,4.2,2.8,5.6,14.0,
16,Charente,16142,La Forêt-de-Tessé,28.4,114.0,70.4,98.3,5,Rassemblement National,38.0,33.3,27,Parti socialiste - Place Publique,14.0,12.3,11,Renaissance,13.0,11.4,5.3,11.4,7.0,6.1,5.3,12.3,
16,Charente,16197,La Magdeleine,39.0,43.0,55.8,91.5,5,Rassemblement National,16.0,37.2,11,Renaissance,8.0,18.6,50,Résistons,5.0,11.6,0.0,18.6,7.0,9.3,4.7,4.7,
16,Charente,16281,La Rochefoucauld-en-Angoumois,49.6,1506.0,47.6,94.5,5,Rassemblement National,550.0,36.5,11,Renaissance,274.0,18.2,27,Parti socialiste - Place Publique,195.0,12.9,4.6,18.2,6.2,3.9,4.7,12.9,
16,Charente,16282,La Rochette,45.1,214.0,51.9,94.7,5,Rassemblement National,80.0,37.4,11,Renaissance,34.0,15.9,27,Parti socialiste - Place Publique,32.0,15.0,5.6,15.9,4.2,4.7,6.5,15.0,
16,Charente,16377,La Tâche,37.1,52.0,58.4,92.9,5,Rassemblement National,22.0,42.3,27,Parti socialiste - Place Publique,11.0,21.2,50,Parti animaliste,5.0,9.6,1.9,5.8,3.8,1.9,0.0,21.2,
16,Charente,16176,Lachaise,42.6,134.0,55.4,96.4,5,Rassemblement National,42.0,31.3,11,Renaissance,28.0,20.9,18,Les Républicains,14.0,10.4,5.2,20.9,10.4,1.5,3.7,8.2,
16,Charente,16177,Ladiville,32.4,71.0,65.7,97.3,5,Rassemblement National,28.0,39.4,11,Renaissance,12.0,16.9,18,Les Républicains,9.0,12.7,8.5,16.9,12.7,0.0,0.0,9.9,
16,Charente,16178,Lagarde-sur-le-Né,45.8,77.0,50.3,92.8,5,Rassemblement National,31.0,40.3,50,Résistons,9.0,11.7,11,Renaissance,7.0,9.1,2.6,9.1,7.8,5.2,3.9,7.8,
16,Charente,16180,Laprade,38.4,102.0,57.6,93.6,5,Rassemblement National,44.0,43.1,11,Renaissance,9.0,8.8,27,Parti socialiste - Place Publique,9.0,8.8,4.9,8.8,6.9,6.9,3.9,8.8,
16,Charente,16054,Le Bouchage,34.0,67.0,63.2,95.7,5,Rassemblement National,25.0,37.3,11,Renaissance,11.0,16.4,18,Les Républicains,8.0,11.9,6.0,16.4,11.9,1.5,0.0,10.4,
16,Charente,16157,Le Grand-Madieu,38.7,73.0,58.9,96.1,5,Rassemblement National,29.0,39.7,27,Parti socialiste - Place Publique,11.0,15.1,50,Résistons,6.0,8.2,2.7,5.5,1.4,1.4,6.8,15.1,
16,Charente,16188,Le Lindois,48.5,127.0,48.5,94.1,5,Rassemblement National,50.0,39.4,27,Parti socialiste - Place Publique,22.0,17.3,11,Renaissance,12.0,9.4,2.4,9.4,1.6,5.5,4.7,17.3,
16,Charente,16380,Le Tâtre,49.7,150.0,46.9,93.2,5,Rassemblement National,61.0,40.7,11,Renaissance,20.0,13.3,27,Parti socialiste - Place Publique,15.0,10.0,8.0,13.3,6.0,0.7,3.3,10.0,
16,Charente,16403,Le Vieux-Cérier,37.9,53.0,60.9,98.1,5,Rassemblement National,20.0,37.7,11,Renaissance,7.0,13.2,18,Les Républicains,6.0,11.3,3.8,13.2,11.3,9.4,5.7,11.3,
16,Charente,16002,Les Adjots,44.3,184.0,51.3,92.0,5,Rassemblement National,79.0,42.9,11,Renaissance,23.0,12.5,27,Parti socialiste - Place Publique,20.0,10.9,5.4,12.5,7.6,0.5,2.7,10.9,
16,Charente,16130,Les Essards,43.2,63.0,53.4,94.0,11,Renaissance,16.0,25.4,5,Rassemblement National,13.0,20.6,50,Résistons,9.0,14.3,3.2,25.4,6.3,0.0,4.8,7.9,
16,Charente,16155,Les Gours,42.1,52.0,54.7,94.5,5,Rassemblement National,23.0,44.2,27,Parti socialiste - Place Publique,8.0,15.4,3,Reconquête et CNIP,6.0,11.5,11.5,3.8,1.9,1.9,0.0,15.4,
16,Charente,16220,Les Métairies,48.5,253.0,48.8,94.8,5,Rassemblement National,122.0,48.2,11,Renaissance,35.0,13.8,18,Les Républicains,27.0,10.7,4.0,13.8,10.7,1.2,1.6,7.5,
16,Charente,16261,Les Pins,38.5,223.0,57.2,92.9,5,Rassemblement National,94.0,42.2,11,Renaissance,34.0,15.2,18,Les Républicains,19.0,8.5,4.5,15.2,8.5,5.4,3.6,5.8,
16,Charente,16183,Lésignac-Durand,50.0,68.0,49.3,98.6,5,Rassemblement National,25.0,36.8,11,Renaissance,14.0,20.6,4,La France insoumise,7.0,10.3,0.0,20.6,4.4,0.0,10.3,10.3,
16,Charente,16181,Lessac,43.2,220.0,53.4,94.0,5,Rassemblement National,100.0,45.5,11,Renaissance,24.0,10.9,27,Parti socialiste - Place Publique,21.0,9.5,7.7,10.9,5.5,1.8,2.7,9.5,
16,Charente,16182,Lesterps,42.2,158.0,53.4,92.4,5,Rassemblement National,58.0,36.7,11,Renaissance,19.0,12.0,27,Parti socialiste - Place Publique,18.0,11.4,3.8,12.0,9.5,2.5,4.4,11.4,
16,Charente,16184,Lichères,30.6,48.0,66.7,96.0,5,Rassemblement National,19.0,39.6,50,Résistons,10.0,20.8,11,Renaissance,6.0,12.5,0.0,12.5,4.2,0.0,0.0,12.5,
16,Charente,16185,Ligné,44.8,64.0,47.8,86.5,5,Rassemblement National,15.0,23.4,11,Renaissance,15.0,23.4,27,Parti socialiste - Place Publique,13.0,20.3,1.6,23.4,10.9,9.4,0.0,20.3,
16,Charente,16186,Lignières-Ambleville,48.0,238.0,50.1,96.4,5,Rassemblement National,68.0,28.6,11,Renaissance,56.0,23.5,18,Les Républicains,38.0,16.0,4.6,23.5,16.0,2.9,2.1,6.3,
16,Charente,16187,Linars,41.6,924.0,56.3,96.5,5,Rassemblement National,286.0,31.0,11,Renaissance,171.0,18.5,27,Parti socialiste - Place Publique,146.0,15.8,3.8,18.5,7.7,4.8,6.2,15.8,
16,Charente,16189,Londigny,39.5,92.0,55.1,91.1,5,Rassemblement National,46.0,50.0,3,Reconquête et CNIP,11.0,12.0,11,Renaissance,10.0,10.9,12.0,10.9,4.3,5.4,7.6,1.1,
16,Charente,16190,Longré,46.5,73.0,51.4,96.1,5,Rassemblement National,33.0,45.2,3,Reconquête et CNIP,7.0,9.6,6,Les Écologistes-EELV,7.0,9.6,9.6,9.6,1.4,9.6,4.1,5.5,
16,Charente,16191,Lonnes,36.2,68.0,58.6,91.9,5,Rassemblement National,31.0,45.6,11,Renaissance,10.0,14.7,27,Parti socialiste - Place Publique,9.0,13.2,4.4,14.7,7.4,4.4,1.5,13.2,
16,Charente,16193,Louzac-Saint-André,40.7,417.0,56.7,95.6,5,Rassemblement National,188.0,45.1,11,Renaissance,60.0,14.4,27,Parti socialiste - Place Publique,34.0,8.2,3.8,14.4,7.2,2.2,3.8,8.2,
16,Charente,16194,Lupsault,34.4,60.0,62.5,95.2,5,Rassemblement National,22.0,36.7,11,Renaissance,8.0,13.3,3,Reconquête et CNIP,7.0,11.7,11.7,13.3,3.3,8.3,5.0,10.0,
16,Charente,16195,Lussac,52.0,99.0,44.8,93.4,5,Rassemblement National,55.0,55.6,11,Renaissance,8.0,8.1,33,Parti communiste français,7.0,7.1,3.0,8.1,1.0,1.0,3.0,6.1,
16,Charente,16196,Luxé,43.2,313.0,53.7,94.6,5,Rassemblement National,131.0,41.9,11,Renaissance,41.0,13.1,27,Parti socialiste - Place Publique,32.0,10.2,6.4,13.1,4.5,5.8,3.5,10.2,
16,Charente,16198,Magnac-Lavalette-Villars,41.0,205.0,55.3,93.6,5,Rassemblement National,90.0,43.9,11,Renaissance,20.0,9.8,27,Parti socialiste - Place Publique,20.0,9.8,4.4,9.8,4.9,1.0,3.4,9.8,
16,Charente,16199,Magnac-sur-Touvre,44.2,1371.0,53.7,96.3,5,Rassemblement National,412.0,30.1,27,Parti socialiste - Place Publique,253.0,18.5,11,Renaissance,225.0,16.4,4.0,16.4,5.1,5.0,7.8,18.5,
16,Charente,16200,Maine-de-Boixe,44.7,174.0,49.9,90.2,5,Rassemblement National,81.0,46.6,11,Renaissance,16.0,9.2,18,Les Républicains,12.0,6.9,4.0,9.2,6.9,1.7,5.7,5.2,
16,Charente,16153,Mainxe-Gondeville,50.8,434.0,47.1,95.8,5,Rassemblement National,165.0,38.0,11,Renaissance,77.0,17.7,27,Parti socialiste - Place Publique,42.0,9.7,6.5,17.7,7.8,3.7,3.5,9.7,
16,Charente,16203,Mainzac,28.4,67.0,70.5,98.5,5,Rassemblement National,28.0,41.8,3,Reconquête et CNIP,8.0,11.9,50,Parti animaliste,8.0,11.9,11.9,7.5,4.5,7.5,0.0,7.5,
16,Charente,16205,Manot,42.3,203.0,53.0,91.9,5,Rassemblement National,75.0,36.9,27,Parti socialiste - Place Publique,35.0,17.2,11,Renaissance,25.0,12.3,4.4,12.3,3.4,3.9,5.4,17.2,
16,Charente,16206,Mansle-les-Fontaines,40.4,1582.0,55.4,92.9,5,Rassemblement National,690.0,43.6,11,Renaissance,214.0,13.5,27,Parti socialiste - Place Publique,186.0,11.8,6.1,13.5,5.6,2.0,4.6,11.8,
16,Charente,16207,Marcillac-Lanville,50.7,208.0,46.4,94.1,5,Rassemblement National,91.0,43.8,27,Parti socialiste - Place Publique,41.0,19.7,11,Renaissance,17.0,8.2,2.9,8.2,1.4,4.3,4.8,19.7,
16,Charente,16208,Mareuil,44.2,163.0,52.9,94.8,5,Rassemblement National,64.0,39.3,27,Parti socialiste - Place Publique,33.0,20.2,11,Renaissance,12.0,7.4,6.7,7.4,3.1,1.2,4.9,20.2,
16,Charente,16209,Marillac-le-Franc,37.4,353.0,57.2,91.5,5,Rassemblement National,139.0,39.4,27,Parti socialiste - Place Publique,47.0,13.3,11,Renaissance,43.0,12.2,4.2,12.2,5.1,2.8,3.1,13.3,
16,Charente,16210,Marsac,43.2,339.0,54.4,95.8,5,Rassemblement National,142.0,41.9,27,Parti socialiste - Place Publique,49.0,14.5,11,Renaissance,33.0,9.7,5.3,9.7,4.4,3.5,6.5,14.5,
16,Charente,16211,Marthon,42.2,230.0,53.6,92.7,5,Rassemblement National,91.0,39.6,11,Renaissance,35.0,15.2,27,Parti socialiste - Place Publique,28.0,12.2,6.1,15.2,3.9,3.0,1.7,12.2,
16,Charente,16212,Massignac,44.2,138.0,51.7,92.6,5,Rassemblement National,54.0,39.1,11,Renaissance,17.0,12.3,27,Parti socialiste - Place Publique,15.0,10.9,5.8,12.3,7.2,1.4,6.5,10.9,
16,Charente,16213,Mazerolles,48.1,129.0,49.2,94.9,5,Rassemblement National,39.0,30.2,11,Renaissance,28.0,21.7,27,Parti socialiste - Place Publique,15.0,11.6,3.1,21.7,4.7,9.3,5.4,11.6,
16,Charente,16215,Médillac,49.6,56.0,44.1,87.5,5,Rassemblement National,25.0,44.6,11,Renaissance,9.0,16.1,3,Reconquête et CNIP,5.0,8.9,8.9,16.1,5.4,0.0,3.6,3.6,
16,Charente,16216,Mérignac,46.9,300.0,50.6,95.2,5,Rassemblement National,103.0,34.3,11,Renaissance,46.0,15.3,27,Parti socialiste - Place Publique,41.0,13.7,5.0,15.3,10.3,5.0,3.7,13.7,
16,Charente,16217,Merpins,46.9,507.0,52.3,98.4,5,Rassemblement National,202.0,39.8,11,Renaissance,70.0,13.8,27,Parti socialiste - Place Publique,58.0,11.4,5.9,13.8,5.5,3.4,6.3,11.4,
16,Charente,16218,Mesnac,45.4,160.0,52.6,96.4,5,Rassemblement National,81.0,50.6,11,Renaissance,21.0,13.1,27,Parti socialiste - Place Publique,15.0,9.4,1.2,13.1,3.8,3.8,6.9,9.4,
16,Charente,16221,Mons,49.1,105.0,48.6,95.5,5,Rassemblement National,44.0,41.9,11,Renaissance,16.0,15.2,3,Reconquête et CNIP,12.0,11.4,11.4,15.2,8.6,2.9,1.0,9.5,
16,Charente,16222,Montboyer,40.8,145.0,56.9,96.0,5,Rassemblement National,43.0,29.7,27,Parti socialiste - Place Publique,29.0,20.0,11,Renaissance,24.0,16.6,7.6,16.6,10.3,4.1,3.4,20.0,
16,Charente,16223,Montbron,47.2,799.0,49.5,93.7,5,Rassemblement National,243.0,30.4,11,Renaissance,152.0,19.0,27,Parti socialiste - Place Publique,120.0,15.0,5.0,19.0,7.1,3.1,3.0,15.0,
16,Charente,16225,Montembœuf,47.3,229.0,48.6,92.3,5,Rassemblement National,62.0,27.1,11,Renaissance,42.0,18.3,27,Parti socialiste - Place Publique,41.0,17.9,4.8,18.3,6.1,3.5,7.9,17.9,
16,Charente,16226,Montignac-Charente,41.1,318.0,55.8,94.6,5,Rassemblement National,110.0,34.6,27,Parti socialiste - Place Publique,56.0,17.6,11,Renaissance,36.0,11.3,8.2,11.3,6.0,3.8,5.0,17.6,
16,Charente,16227,Montignac-le-Coq,34.3,68.0,63.0,95.8,5,Rassemblement National,32.0,47.1,4,La France insoumise,9.0,13.2,11,Renaissance,8.0,11.8,1.5,11.8,5.9,1.5,13.2,7.4,
16,Charente,16229,Montjean,49.0,67.0,43.2,84.8,5,Rassemblement National,29.0,43.3,11,Renaissance,13.0,19.4,18,Les Républicains,5.0,7.5,4.5,19.4,7.5,0.0,4.5,7.5,
16,Charente,16224,Montmérac,45.7,309.0,51.3,94.5,5,Rassemblement National,95.0,30.7,27,Parti socialiste - Place Publique,52.0,16.8,11,Renaissance,41.0,13.3,4.2,13.3,8.7,3.6,4.5,16.8,
16,Charente,16230,Montmoreau,47.1,888.0,49.9,94.5,5,Rassemblement National,340.0,38.3,27,Parti socialiste - Place Publique,163.0,18.4,11,Renaissance,117.0,13.2,4.6,13.2,4.3,3.0,4.6,18.4,
16,Charente,16231,Montrollet,31.8,173.0,65.5,96.1,5,Rassemblement National,51.0,29.5,11,Renaissance,24.0,13.9,27,Parti socialiste - Place Publique,21.0,12.1,7.5,13.9,3.5,8.7,4.6,12.1,
16,Charente,16232,Mornac,44.6,976.0,53.3,96.3,5,Rassemblement National,344.0,35.2,27,Parti socialiste - Place Publique,154.0,15.8,11,Renaissance,128.0,13.1,3.6,13.1,4.4,3.1,7.8,15.8,
16,Charente,16233,Mosnac-Saint-Simeux,42.4,431.0,55.2,95.8,5,Rassemblement National,164.0,38.1,11,Renaissance,63.0,14.6,27,Parti socialiste - Place Publique,50.0,11.6,2.3,14.6,7.7,5.3,6.5,11.6,
16,Charente,16234,Moulidars,51.9,269.0,46.5,96.8,5,Rassemblement National,97.0,36.1,11,Renaissance,55.0,20.4,27,Parti socialiste - Place Publique,35.0,13.0,4.8,20.4,8.6,2.2,3.3,13.0,
16,Charente,16406,Moulins-sur-Tardoire,42.3,331.0,53.9,93.5,5,Rassemblement National,138.0,41.7,11,Renaissance,45.0,13.6,27,Parti socialiste - Place Publique,35.0,10.6,6.0,13.6,8.2,2.4,4.8,10.6,
16,Charente,16236,Mouthiers-sur-Boëme,45.0,1109.0,53.6,97.4,5,Rassemblement National,377.0,34.0,11,Renaissance,176.0,15.9,27,Parti socialiste - Place Publique,174.0,15.7,5.1,15.9,5.3,6.3,7.1,15.7,
16,Charente,16237,Mouton,44.0,94.0,53.7,95.9,5,Rassemblement National,30.0,31.9,27,Parti socialiste - Place Publique,20.0,21.3,11,Renaissance,11.0,11.7,2.1,11.7,9.6,4.3,5.3,21.3,
16,Charente,16238,Moutonneau,40.3,39.0,50.6,84.8,5,Rassemblement National,13.0,33.3,27,Parti socialiste - Place Publique,8.0,20.5,4,La France insoumise,4.0,10.3,2.6,7.7,7.7,7.7,10.3,20.5,
16,Charente,16239,Mouzon,51.8,53.0,46.5,96.4,5,Rassemblement National,20.0,37.7,11,Renaissance,7.0,13.2,27,Parti socialiste - Place Publique,6.0,11.3,1.9,13.2,3.8,9.4,5.7,11.3,
16,Charente,16240,Nabinaud,31.2,41.0,64.1,93.2,27,Parti socialiste - Place Publique,13.0,31.7,5,Rassemblement National,10.0,24.4,18,Les Républicains,7.0,17.1,2.4,7.3,17.1,0.0,4.9,31.7,
16,Charente,16241,Nanclars,37.5,99.0,61.9,99.0,27,Parti socialiste - Place Publique,25.0,25.3,5,Rassemblement National,24.0,24.2,6,Les Écologistes-EELV,16.0,16.2,4.0,8.1,4.0,16.2,5.1,25.3,
16,Charente,16242,Nanteuil-en-Vallée,46.5,511.0,50.3,93.9,5,Rassemblement National,178.0,34.8,11,Renaissance,61.0,11.9,27,Parti socialiste - Place Publique,53.0,10.4,4.1,11.9,6.3,5.7,5.1,10.4,
16,Charente,16243,Nercillac,44.0,454.0,52.7,94.0,5,Rassemblement National,211.0,46.5,11,Renaissance,69.0,15.2,27,Parti socialiste - Place Publique,50.0,11.0,1.3,15.2,5.5,3.7,2.9,11.0,
16,Charente,16244,Nersac,50.4,875.0,47.6,95.9,5,Rassemblement National,355.0,40.6,11,Renaissance,129.0,14.7,27,Parti socialiste - Place Publique,123.0,14.1,3.2,14.7,3.8,5.7,7.3,14.1,
16,Charente,16245,Nieuil,45.7,355.0,51.5,94.9,5,Rassemblement National,164.0,46.2,11,Renaissance,48.0,13.5,27,Parti socialiste - Place Publique,41.0,11.5,3.7,13.5,2.5,3.9,1.1,11.5,
16,Charente,16246,Nonac,45.3,116.0,51.6,94.3,5,Rassemblement National,41.0,35.3,11,Renaissance,21.0,18.1,6,Les Écologistes-EELV,10.0,8.6,1.7,18.1,4.3,8.6,4.3,6.0,
16,Charente,16248,Oradour,48.1,75.0,46.9,90.4,5,Rassemblement National,36.0,48.0,11,Renaissance,14.0,18.7,27,Parti socialiste - Place Publique,12.0,16.0,4.0,18.7,5.3,1.3,1.3,16.0,
16,Charente,16249,Oradour-Fanais,53.3,103.0,41.9,89.6,5,Rassemblement National,52.0,50.5,11,Renaissance,14.0,13.6,18,Les Républicains,9.0,8.7,5.8,13.6,8.7,1.0,1.0,2.9,
16,Charente,16250,Orgedeuil,43.6,87.0,48.6,86.1,5,Rassemblement National,33.0,37.9,18,Les Républicains,10.0,11.5,27,Parti socialiste - Place Publique,8.0,9.2,4.6,6.9,11.5,5.7,3.4,9.2,
16,Charente,16251,Oriolles,38.1,109.0,54.0,87.2,5,Rassemblement National,54.0,49.5,27,Parti socialiste - Place Publique,16.0,14.7,11,Renaissance,15.0,13.8,3.7,13.8,4.6,2.8,1.8,14.7,
16,Charente,16252,Orival,32.1,73.0,67.0,98.6,5,Rassemblement National,29.0,39.7,11,Renaissance,13.0,17.8,27,Parti socialiste - Place Publique,9.0,12.3,8.2,17.8,8.2,2.7,4.1,12.3,
16,Charente,16253,Paizay-Naudouin-Embourie,42.5,146.0,54.9,95.4,5,Rassemblement National,40.0,27.4,11,Renaissance,31.0,21.2,27,Parti socialiste - Place Publique,22.0,15.1,11.6,21.2,10.3,2.7,1.4,15.1,
16,Charente,16254,Palluaud,51.5,91.0,45.5,93.8,5,Rassemblement National,39.0,42.9,4,La France insoumise,12.0,13.2,6,Les Écologistes-EELV,7.0,7.7,4.4,4.4,4.4,7.7,13.2,5.5,
16,Charente,16255,Parzac,37.8,68.0,61.3,98.6,5,Rassemblement National,13.0,19.1,11,Renaissance,12.0,17.6,27,Parti socialiste - Place Publique,10.0,14.7,5.9,17.6,10.3,2.9,8.8,14.7,
16,Charente,16256,Passirac,44.8,90.0,52.3,94.7,5,Rassemblement National,40.0,44.4,27,Parti socialiste - Place Publique,12.0,13.3,11,Renaissance,9.0,10.0,4.4,10.0,3.3,0.0,3.3,13.3,
16,Charente,16258,Pérignac,48.2,195.0,49.7,96.1,5,Rassemblement National,61.0,31.3,11,Renaissance,29.0,14.9,27,Parti socialiste - Place Publique,26.0,13.3,6.2,14.9,5.1,4.6,5.6,13.3,
16,Charente,16260,Pillac,38.3,116.0,57.7,93.5,5,Rassemblement National,34.0,29.3,11,Renaissance,27.0,23.3,3,Reconquête et CNIP,11.0,9.5,9.5,23.3,7.8,1.7,0.9,8.6,
16,Charente,16263,Plassac-Rouffiac,47.4,154.0,49.4,93.9,5,Rassemblement National,54.0,35.1,4,La France insoumise,23.0,14.9,27,Parti socialiste - Place Publique,20.0,13.0,4.5,9.1,5.8,1.9,14.9,13.0,
16,Charente,16264,Pleuville,32.3,151.0,64.3,95.0,5,Rassemblement National,57.0,37.7,27,Parti socialiste - Place Publique,26.0,17.2,11,Renaissance,15.0,9.9,4.0,9.9,5.3,3.3,7.3,17.2,
16,Charente,16267,Poullignac,39.4,40.0,56.3,93.0,18,Les Républicains,12.0,30.0,5,Rassemblement National,10.0,25.0,11,Renaissance,5.0,12.5,5.0,12.5,30.0,2.5,2.5,7.5,
16,Charente,16268,Poursac,39.4,71.0,53.8,88.8,5,Rassemblement National,25.0,35.2,11,Renaissance,13.0,18.3,27,Parti socialiste - Place Publique,8.0,11.3,4.2,18.3,8.5,1.4,5.6,11.3,
16,Charente,16269,Pranzac,45.6,394.0,52.0,95.6,5,Rassemblement National,165.0,41.9,27,Parti socialiste - Place Publique,47.0,11.9,11,Renaissance,42.0,10.7,4.8,10.7,7.9,6.6,2.8,11.9,
